cityname,lat,lng
zhejiang/hangzhoushi/tonglujiangnan/,29.796136,119.690568
zhejiang/hangzhoushi/chunanhuanbaodalou/,29.59698978,119.053275
zhejiang/hangzhoushi/dierzhongxue/,29.4612722,119.2876833
zhejiang/hangzhoushi/jiancelou/,119.2762472,29.4744417
zhejiang/wenzhoushi/beiao/,27.831439,121.149367
zhejiang/wenzhoushi/oubei/,28.0405556,120.6586111
zhejiang/wenzhoushi/shangtang/,120.6922222,28.1566667
zhejiang/wenzhoushi/pingyangjiancezhan/,27.6596583,120.5701222
zhejiang/wenzhoushi/pingyangxianzhengfu/,27.66525,120.5615889
zhejiang/wenzhoushi/lingxi/,27.50388889,120.395
zhejiang/wenzhoushi/longgang/,120.5488889,27.58194444
zhejiang/wenzhoushi/daxue/,27.781647,120.093
zhejiang/wenzhoushi/luoyang/,119.7219444,27.55666667
zhejiang/wenzhoushi/huayuanqiao/,27.78836,120.627334
zhejiang/wenzhoushi/anyangxinqu/,27.777373,120.655307
zhejiang/wenzhoushi/lecheng/,28.1209361,120.9658639
zhejiang/wenzhoushi/liushi/,28.0297222,120.8911111
zhejiang/jiaxingshi/qixiangguancetai/,30.828974,120.944731
zhejiang/jiaxingshi/jiancedalou/,120.927426,30.833497
zhejiang/jiaxingshi/haiyanhuanbaodalou/,30.524067,120.945469
zhejiang/jiaxingshi/haiyannanbeihu/,30.378554,120.857334
zhejiang/jiaxingshi/gaojizhongxue/,120.945539,30.501657
zhejiang/jiaxingshi/xiashijiedao/,30.511474,120.713139
zhejiang/jiaxingshi/hainingjiancedalou/,30.523822,120.678291
zhejiang/jiaxingshi/donghu/,30.69216111,121.0185444
zhejiang/jiaxingshi/lujiaqiaocun/,30.72888889,120.9952778
zhejiang/jiaxingshi/zhendongxinliuzhongzhan/,30.62255,120.56572
zhejiang/jiaxingshi/guoyuanqiaoshuichang/,30.65065,120.54114
zhejiang/huzhoushi/fengqingzhan/,30.54833333,119.9880556
zhejiang/huzhoushi/yonganzhan/,119.9733333,30.53638889
zhejiang/huzhoushi/zhijiaozhongxin/,119.898056,31.014444
zhejiang/huzhoushi/longshanxinqu/,31.0208333,119.908333
zhejiang/huzhoushi/anjichengdong/,30.59805556,119.6952778
zhejiang/huzhoushi/anjikejiguan/,119.6737766,30.63822913
zhejiang/shaoxingshi/xianzhengfu/,30.08245,120.49313
zhejiang/shaoxingshi/keyan/,30.04769,120.47196
zhejiang/shaoxingshi/chengdongzhan/,29.49055,120.91483
zhejiang/shaoxingshi/zhonglouzhan/,29.50078,120.89768
zhejiang/shaoxingshi/shangyushihuanbaoju/,30.02184,120.87318
zhejiang/shaoxingshi/shangyushigaibeizhan/,30.13277,120.8917
zhejiang/shaoxingshi/chengzhoushihuanbaodalou/,29.59861111,120.8222222
zhejiang/shaoxingshi/chengzhoushilihuxiaoqu/,120.8172222,29.56611111
zhejiang/jinhuashi/xianzhengfudalou/,28.88916667,119.8122222
zhejiang/jinhuashi/wuyixianhuanbaodalou/,28.90777778,119.8147222
zhejiang/jinhuashi/pujiangzhongxue/,29.436832,119.928646
zhejiang/jinhuashi/pujiangxianshiyanzhongxue/,29.46314,119.883585
zhejiang/jinhuashi/pananxianhuanbaodalou/,120.4383333,29.0608333
zhejiang/jinhuashi/lanxishijiancezhan/,29.212485,119.466263
zhejiang/jinhuashi/lanxibazhong/,29.226718,119.485661
zhejiang/jinhuashi/guangxiaxueyuan/,29.298189,120.246079
zhejiang/jinhuashi/dongyangshihuanbaodalou/,29.274666,120.241354
zhejiang/jinhuashi/yongkangshijiancezhan/,28.8911,120.0317
zhejiang/jinhuashi/yongkangshiqixiangju/,28.9028,120.0212
zhejiang/quzhoushi/tushuguandalou/,28.89805556,118.5111111
zhejiang/quzhoushi/changshanhuanbaodalou/,28.89583333,118.5222222
zhejiang/quzhoushi/qixiangju/,118.4047222,29.1341667
zhejiang/quzhoushi/qianjiangyuan/,29.4294444,118.3125
zhejiang/quzhoushi/longyougongyeyuanqu/,119.212094,29.081875
zhejiang/quzhoushi/longyoujianshedalou/,29.036306,119.172467
zhejiang/quzhoushi/jiangshanhuanbaodalou/,28.74343,118.635
zhejiang/quzhoushi/renminyiyuan/,28.72728,118.6275
zhejiang/zhoushanshi/zhoushanputuoshan/,29.98166667,122.3738889
zhejiang/zhoushanshi/daishanhuanbaodalou/,30.2669444,122.2202778
zhejiang/zhoushanshi/chengsicaiyuan/,122.4458333,30.7266667
zhejiang/taizhoushi/jinqing/,121.395356,28.560033
zhejiang/taizhoushi/chumenzhongxinxiaoxue/,121.2891269,28.21901979
zhejiang/taizhoushi/yuhuanhuanjianzhan/,28.12389122,121.2380174
zhejiang/taizhoushi/sanmenhuanjianzhan/,29.116775,121.375923
zhejiang/taizhoushi/shiyanzhongxue/,29.16055556,121.0619444
zhejiang/taizhoushi/tiantaixianhuanbaodalou/,29.14833333,121.0052778
zhejiang/taizhoushi/xinshengzhongxue/,28.737334,120.477356
zhejiang/taizhoushi/xianjixianhuanjianzhan/,28.855767,120.728872
zhejiang/taizhoushi/wenlinghuanjianzhan/,121.3655556,28.37555556
zhejiang/taizhoushi/jinyuanxiaoxue/,28.36722222,121.3872222
zhejiang/taizhoushi/jinshanshiyanxiaoxue/,28.840238,121.140945
zhejiang/taizhoushi/linhaihuanbaodalou/,28.870984,121.181596
zhejiang/lishuishi/jianshedalou/,28.13638889,120.2883333
zhejiang/lishuishi/qingtianerzhong/,28.14527778,120.2836111
zhejiang/lishuishi/xinfangdalou/,28.66277778,120.0855556
zhejiang/lishuishi/weishengdalou/,28.65166667,120.065
zhejiang/lishuishi/suichangjiancelou/,28.593203,119.272551
zhejiang/lishuishi/songyangjiancelou/,28.45055556,119.4741667
zhejiang/lishuishi/hepingshuichang/,28.45138889,119.4797222
zhejiang/lishuishi/yunhexianhuanbaolouding/,119.5633333,28.1172222
zhejiang/lishuishi/qingyuanjiancelou/,27.626343,119.059472
zhejiang/jingningxianshi/jingningjiancelou/,27.98,119.6294444
zhejiang/lishuishi/yibandalou/,28.080022,119.1328
zhejiang/lishuishi/liangshidalou/,28.073028,119.126791
zhejiang/hangzhoushi/nanxingqiao/,30.209383,120.166298
zhejiang/lishuishi/longquanhuanbaodalou/,28.080022,119.1328
zhejiang/huzhoushi/wuxingquzhan/,30.859583,120.184361
zhejiang/shaoxingshi/shuxiawang/,30.00027778,120.5483333
zhejiang/shaoxingshizhujishi/yangshufan/,29.69216944,120.2369722
zhejiang/lishuishi/huanbaodalou/,28.080022,119.1328
zhejiang/jiaxingshi/wuzhen/,30.753846,120.470075
zhejiang/jinhuashi/wujingzhiduizhan/,119.6533333,29.11277778
zhejiang/lishuishi/tashanxiaoxue/,,
ningbo/taiguxiaoxue/,29.866811,121.596128
ningbo/shihuanjingjiancezhongxin/,29.864991,121.528581
ningbo/sanjiangzhongxue/,29.89417,121.564298
ningbo/longsaiyiyuan/,29.959758,121.72247
ningbo/quhuanbaodaloubeilun/,29.914204,121.846686
ningbo/wanlixueyuan/,29.823934,121.570251
ningbo/qianhushuichang/,29.777016,121.644015
ningbo/shizhengguanlizhan/,29.9018,121.622588
ningbo/daxie/wenyiguan/,29.905193,121.982324
ningbo/cixi/huanbaodalou/,30.168252,121.244653
ningbo/cixi/shiyanxiaoxue/,30.182249,121.264327
ningbo/yuyao/longshangongyuan/,30.053171,121.158024
ningbo/yuyao/qilipushuichang/,30.048121,121.13124
ningbo/fenghua/huanbaodalou/,29.668855,121.416176
ningbo/ninghai/yuelongzhan/,29.299003,121.441423
ningbo/xiangshan/wenfengxiaoxue/,29.473629,121.885564
ningbo/ninghai/chengnanxiaoxue/,29.296298,121.432195
ningbo/xiangshan/xingangxiaoxue/,29.206723,121.94853
ningbo/haishu/shijiancezhongxin/,29.870899,121.535142
ningbo/jiangbei/cichengchengxiao/,29.989265,121.459115
ningbo/fenghua/xikouzhenzhengfu/,29.695611,121.288975
ningbo/gaoxin/wanliguoji/,29.896207,121.6165954
ningbo/hangzhouwan/hangzhouwanzhixiao/,30.3248112,121.2543507
ningbo/,29.868336,121.54399
hangzhou/,30.274085,120.15507
wenzhou/,27.994267,120.699367
shaoxing/,29.995762,120.586109
huzhou/,30.894348,120.086823
jiaxing/,30.753924,120.758543
zhoushan/,29.985451,122.206604
jinhua/,29.079059,119.647445
quzhou/,28.97008,118.859457
lishui/,28.46763,119.922796
linan/,30.274085,120.15507
yiwu/,29.306841,120.075058
zhuji/,29.713667,120.236304
jingningxian/,27.980866,119.630237
china/fuyang/shijiancezhan/,32.8928,115.8275
china/fuyang/shiweidangxiao/,32.8886,115.8106
china/fuyang/kaifaqu/,32.8603,115.8556
jiangsu/nanjing/caochangmen/,32.057222,118.748611
jiangsu/nanjing/zhonghuamen/,32.014444,118.776944
jiangsu/nanjing/xianlindaxuecheng/,32.105,118.906944
jiangsu/wuxi/wangzhuang/,31.547389,120.353889
jiangsu/xuzhou/huanghexincun/,34.276111,117.166944
jiangsu/changzhou/,31.758333,119.995278
jiangsu/suzhou/nanmen/,31.302778,120.617778
jiangsu/suzhou/caixiang/,31.301944,120.590833
jiangsu/suzhou/zhagangchang/,31.301389,120.596667
jiangsu/nantong/hongqiao/,32.006667,120.8425
jiangsu/lianyungang/,34.588556,119.175956
jiangsu/huaian/,118.999444,33.607222
jiangsu/yancheng/,33.393889,120.155
jiangsu/yangzhou/,32.41,119.404444
jiangsu/zhenjiang/,32.205556,119.428611
jiangsu/taizhou/lianhua/,32.476111,119.944444
jiangsu/suqian/,33.96,118.265833
jiangsu/nanjing/ruijinlu/,32.031389,118.803056
jiangsu/nanjing/xuanwuhu/,32.0775,118.794722
jiangsu/nanjing/shanxilu/,32.07,118.773611
jiangsu/nanjing/maigaoqiao/,32.108333,118.803056
jiangsu/nanjing/aotizhongxin/,32.009167,118.736667
jiangsu/nanjing/pukou/,32.087778,118.625556
jiangsu/wuxi/dongting/,31.584778,120.353889
jiangsu/wuxi/yuhongxiaoxue/,31.563083,120.24475
jiangsu/wuxi/daxuecheng/,31.486667,120.268917
jiangsu/wuxi/qitang/,31.503056,120.241667
jiangsu/wuxi/yanqiao/,31.684167,120.288056
jiangsu/wuxi/shibeigaozhong/,31.621944,120.275
jiangsu/xuzhou/taoyuanlu/,34.291111,117.244444
jiangsu/xuzhou/tongshanquhuanbaoju/,34.180556,117.166111
jiangsu/xuzhou/huaita/,34.241667,117.192222
jiangsu/xuzhou/nongkeyuan/,34.277778,117.293333
jiangsu/xuzhou/xinchengqu/,34.222222,117.256389
jiangsu/xuzhou/tongshanshouyiyuan/,34.308333,117.191667
jiangsu/changzhou/shijiancezhan/,31.758333,119.995278
jiangsu/changzhou/changgongyuan/,31.808889,119.961944
jiangsu/changzhou/chengjianxuexiao/,31.786389,119.8925
jiangsu/changzhou/lucheng/,31.763889,120.039444
jiangsu/changzhou/wujinjiancezhan/,31.703889,119.935
jiangsu/changzhou/anjia/,31.910833,119.904722
jiangsu/suzhou/shangfangshan/,31.247222,120.561389
jiangsu/suzhou/xiangchengqu/,31.370833,120.640556
jiangsu/suzhou/wuzhongqu/,31.270556,120.613056
jiangsu/suzhou/suzhouxinqu/,31.299444,120.550278
jiangsu/suzhou/suzhougongyeyuanqu/,120.66525,31.312111
jiangsu/nantong/chengzhong/,32.023611,120.863333
jiangsu/nantong/xinghuhuayuan/,31.928333,120.935833
jiangsu/nantong/nanjiao/,31.968056,120.905
jiangsu/nantong/zilangxueyuan/,32.0425,120.810833
jiangsu/lianyungang/shijiancezhan/,34.588556,119.175956
jiangsu/lianyungang/kaifaquhengruiyiyaogongsi/,34.698428,119.348028
jiangsu/lianyungang/xugouhedianzhuanjiacun/,34.75075,119.368128
jiangsu/lianyungang/hongmenpaichusuo/,34.589556,119.141414
jiangsu/huaian/bochishan/,33.599194,119.056789
jiangsu/huaian/shijiancezhan/,33.607222,118.999444
jiangsu/huaian/beijingnanlu/,33.578039,119.007906
jiangsu/huaian/chuzhouqujiancezhan/,33.503056,119.141111
jiangsu/huaian/huaiyinqujiancezhan/,33.626944,119.012222
jiangsu/yancheng/shijiancezhan/,33.393889,120.155
jiangsu/yancheng/yanchengdianchang/,33.402778,120.117778
jiangsu/yancheng/kaifaquguanweihui/,33.382778,120.217222
jiangsu/yancheng/wenfengzhongxue/,33.371944,120.128889
jiangsu/yangzhou/shijiancezhan/,32.41,119.404444
jiangsu/yangzhou/hanjiangjiancezhan/,32.376111,119.388611
jiangsu/yangzhou/disiyiyuan/,32.403333,119.439167
jiangsu/yangzhou/chengdongcaizhengsuo/,32.387778,119.46
jiangsu/zhenjiang/shijiancezhan/,32.205556,119.428611
jiangsu/zhenjiang/zhijiaozhongxin/,32.215,119.491389
jiangsu/zhenjiang/dantuqujiancezhan/,32.131944,119.430278
jiangsu/zhenjiang/xinqubanshichu/,32.188333,119.680556
jiangsu/taizhou/gongyuanlu/,32.486667,119.9
jiangsu/taizhou/liuxueshengchuangyeyuan/,32.463889,119.888333
jiangsu/taizhou/gaogangquzhengfu/,32.303056,119.881667
jiangsu/suqian/suqianxueyuan/,33.933096,118.292648
jiangsu/suqian/shijiancezhan/,33.96,118.265833
jiangsu/suqian/suqianzhongxue/,33.957273,118.232104
jiangsu/suqian/suyuhuanbaoju/,118.321,33.951
jiangsu/jiangyin/hongqiaoyouzheng/,31.9202,120.2683
jiangsu/jiangyin/wuxinggongyuan/,31.9085,120.2374
jiangsu/jiangyin/diershiyanxiaoxue/,31.9197,120.3017
jiangsu/yixing/shihuanbaoju/,31.3542,119.8177
jiangsu/yixing/yiyuan/,119.7942,31.3714
jiangsu/liyang/dongmenzizhan/,31.4,119.46
jiangsu/liyang/yanshanzizhan/,31.3167,119.4383
jiangsu/jintan/shijiancezhan/,31.7686,119.7719
jiangsu/jintan/zilaishuigongsi/,31.7956,119.7753
jiangsu/changshu/haiyuzizhan/,31.6695,120.7575
jiangsu/changshu/lingtangzizhan/,31.6563,120.7339
jiangsu/changshu/xingfuzizhan/,31.6712,120.7205
jiangsu/zhangjiagang/shijiancezhan/,31.8742,120.5264
jiangsu/zhangjiagang/chengbeixiaoxue/,31.8819,120.5497
jiangsu/kunshan/shiyanxiaoxue/,31.3875,120.9531
jiangsu/kunshan/zhenchuanzhongxue/,31.3814,120.9989
jiangsu/wujiang/shihuanbaoju/,31.1456,120.6419
jiangsu/wujiang/jiaoshijinxiuxuexiao/,31.17,120.6347
jiangsu/wujiang/kaifaqu/,31.1717,120.6583
jiangsu/taicang/shijiancezhan/,31.4533,121.1147
jiangsu/taicang/kejiaoxinchengshixiao/,31.4221,121.1396
jiangsu/haimen/shijiancezhan/,31.8956,121.1727
jiangsu/haimen/beileiyoueryuan/,31.896,121.1543
jiangsu/jurong/fangjiaba/,31.955,119.18
jiangsu/jurong/xiaofangzhihuizhongxin/,31.955,119.146
jiangsu/wuxi/caozhang/,31.56,120.294
jiangsu/suqian/suyuquhuanbaoju/,33.9506,118.3214
taizhou/,,
nanjing/,32.060255,118.796877
wuxi/,31.490637,120.311143
xuzhou/,34.20475,117.284072
changzhou/,31.810077,119.974454
nantong/,120.894339,31.980175
lianyungang/,34.596544,119.221282
yangzhou/,32.39421,119.412966
zhenjiang/,119.425836,32.187849
huaian/,33.61036,119.015288
yancheng/,33.347378,120.163561
suqian/,33.962013,118.275498
taizhoushi/,32.455778,119.923116
china/suzhou/jiancelou/,33.6481,116.9765
china/suzhou/yizhong/,33.6284,116.9677
china/suzhou/huochezhan/,33.63063889,116.989
jiangyin/,31.920658,120.284939
changshu/,31.653686,120.752503
wujiang/,31.139071,120.645135
wuhan/donghuliyuan/,30.57462457,114.3723051
wuhan/hanyangyuehu/,30.55713783,114.2515232
wuhan/hankouhuaqiao/,30.61967307,114.2822296
wuhan/wuchangziyang/,30.533234,114.3040004
wuhan/qingshanganghua/,30.624719,114.370058
wuhan/chunkouxinqu/,30.482469,114.156561
wuhan/hankoujiangtan/,30.594389,114.301447
wuhan/donghugaoxin/,30.48326239,114.4017019
wuhan/wujiashan/,30.633424,114.130212
wuhan/chenhuqihao/,30.29982222,113.8530639
wuhan/,30.593099,114.305393
china/yichang/silingsan/,30.7157,111.3009
china/yichang/bailonggang/,30.698,111.2992
china/yichang/wujiagang/,30.6463,111.3549
china/yichang/dianjunqu/,30.696,111.268
china/yichang/yilingqu/,30.7819,111.3296
yichang/,30.691967,111.286471
hubei/yichang/,30.691967,111.286471
hubei/yichang/wujiagang/,30.64627778,111.3548611
hubei/yichang/silingsan/,30.71569444,111.3008889
hubei/yichang/bailonggang/,30.698,111.2992222
hubei/yichang/dianjunqu/,30.69597222,111.268
hubei/yichang/yilingqu/,30.78186111,111.3295833
china/jingzhou/shitushuguan/,30.3175,112.2551
china/jingzhou/shiweidangxiao/,30.3515,112.2068
china/jingzhou/keronghuanbao/,30.3055,112.2887
jingzhou/,112.239741,30.335165
hubei/jingzhou/,30.335165,112.239741
hubei/jingzhou/shiweidangxiao/,30.35152778,112.2067778
hubei/jingzhou/shitushuguan/,112.2551389,30.3175
hubei/jingzhou/keronghuanbao/,112.2887,30.3055
huangshi/,30.199652,115.03852
hubei/huangshi/,30.199652,115.03852
hubei/huangshi/shenjiaying/,30.23519444,115.0624722
hubei/huangshi/chenjiawan/,30.20277778,115.0766667
hubei/huangshi/xinxialu/,30.17598889,114.9492694
hubei/huangshi/tieshan/,114.9014139,30.20660278
hubei/huangshi/jingjikaifaqu/,115.0263889,30.20994444
shiyan/,32.629397,110.797991
hubei/shiyan/,32.629397,110.797991
hubei/shiyan/wudangshan/,32.395,111.0419444
hubei/shiyan/binhexincun/,32.64944444,110.78
hubei/shiyan/liujiagou/,110.7258333,32.63888889
hubei/shiyan/tieerchu/,32.57138889,110.8838889
hubei/shiyan/yunxianchengqukongqizidongzhan/,32.835175,110.8114861
hubei/shiyan/zhuxixian/,32.318255,109.715304
xiangyang/,32.008986,112.122415
hubei/xiangyang/,32.008986,112.122415
hubei/xiangyang/xiangchengyundonglu/,32.01972222,112.155
hubei/xiangyang/fanchengxinhualu/,32.05638889,112.1391667
hubei/xiangyang/gaoxinguanweihui/,32.1145,112.18355
hubei/xiangyang/xiangzhouhangkonglu/,32.09033333,112.2109722
ezhou/,30.39194,114.894843
hubei/ezhou/,30.39194,114.894843
hubei/ezhou/shizhengfu/,30.39452778,114.8877778
hubei/ezhou/zhaojiaba/,114.8986111,30.37166667
hubei/ezhou/fankoukaifaqu/,30.41333333,114.8130556
jingmen/,31.035423,112.199265
hubei/jingmen/,31.035423,112.199265
hubei/jingmen/zhuyuanxiaoxue/,31.04833333,112.2013889
hubei/jingmen/duodao/,30.9892,112.1969
hubei/jingmen/shihuayixiao/,31.03861111,112.2211111
hubei/jingmen/shizhengfu/,31.0375,112.1930556
xiaogan/,30.924568,113.916903
hubei/xiaogan/,30.924568,113.916903
hubei/xiaogan/wenhualu/,30.92833333,113.9155556
hubei/xiaogan/dongchengqu/,30.92041944,113.9384083
huanggang/,30.453906,114.872316
hubei/huanggang/,30.453906,114.872316
hubei/huanggang/dazhoudao/,30.44888889,114.8952778
hubei/huanggang/zhigongzhongxin/,30.47192222,114.9074556
xianning/,29.841443,114.322492
hubei/xianning/,114.322492,29.841443
hubei/xianning/shifagaiwei/,29.82111111,114.3230556
hubei/xianning/xiananquzhengfu/,29.51361111,114.1763889
hubei/xianning/changjiangchanyeyuan/,29.88555833,114.3236778
hubei/xianning/qianshangongyuan/,29.81781667,114.3232833
suizhou/,31.690216,113.382458
hubei/suizhou/,31.690216,113.382458
hubei/suizhou/shiweidangxiao/,31.72722222,113.3586111
hubei/suizhou/shilinyeju/,31.69194444,113.3769444
hubei/suizhou/shilijiaoqiaoshuichang/,31.7308,113.3983
enshi/,30.29468,109.479665
hubei/enshi/,109.488172,30.272156
hubei/enshi/hubeiminyuan/,30.29888889,109.5038889
hubei/enshi/zhoudianlizonggongsi/,30.29888889,109.5038889
xiantao/,30.362641,113.454593
hubei/xiantao/,30.362641,113.454593
hubei/xiantao/xiantaozhengfu/,,
hubei/xiantao/xiantaozhiyuan/,,
qianjiang/,112.900079,30.40211
hubei/qianjiang/,112.900079,30.40211
hubei/qianjiang/qianjiangshizhan/,30.387377,112.940209
hubei/qianjiang/qianjiangjiwei/,30.40211,112.900079
tianmen/,30.663372,113.16653
hubei/tianmen/,113.16653,30.663372
hubei/tianmen/tianmenshizhengfu/,113.16653,30.663372
hubei/tianmen/tianmenxincheng/,30.650271,113.150306
shennongjia/,31.743483,110.680448
hubei/shennongjia/,31.743483,110.680448
xiangfan/,32.008986,112.122415
hubei/xiangfan/xiangchengyundonglu/,32.01972222,112.155
hubei/xiangfan/fanchengxinhualu/,32.05638889,112.1391667
hubei/xiangfan/gaoxinguanweihui/,32.1145,112.18355
hubei/xiangfan/xiangzhouhangkonglu/,32.09033333,112.2109722
china/huhehaote/huafeichangshenghuoqu/,40.757093,111.724539
china/huhehaote/hushiyijian/,40.795085,111.628978
china/huhehaote/xiaozhao/,40.7999638,111.6612439
china/huhehaote/xingsongxiaoqu/,111.661607,40.845941
china/huhehaote/tangchang/,40.812974,111.615625
china/huhehaote/ruyishuichulichang/,40.842299,111.749138
china/huhehaote/ershijiuzhong/,111.204041,40.277474
china/huhehaote/gongdajinchuanxiaoqu/,40.842299,111.749138
china/baotou/shihuanjingjiancezhan/,40.6532,109.8756
china/baotou/donghechenghuanju/,40.5905,110.0067
china/baotou/baobaidalou/,40.6575,109.8104
china/baotou/qingshanbinguan/,40.6821,109.8538
china/baotou/huilongwuliu/,40.6288,109.8654
china/baotou/donghehonglongwan/,40.5546,110.0377
baotou/,40.657449,109.840347
china/eerduosi/zonghelou/,39.8129,110.0023
china/eerduosi/bayinmengkelinchangbanshichu/,109.9486,39.8261
china/eerduosi/kangzeyuan/,39.5986,109.7736
china/eerduosi/huataiqichecheng/,39.5989,109.8119
china/eerduosi/aolinhuayuan/,39.7884,109.9734
eerduosi/,39.608266,109.781327
china/chifeng/tianyilu/,42.2556,118.8789
china/chifeng/songshanyizhong/,42.2814,118.9233
china/chifeng/hadajie/,118.9572,42.2725
china/chifeng/songshanlu/,42.0317,119.2719
chifeng/,42.257817,118.886856
huhehaote/,40.842299,111.749138
china/wuhai/juyingxuexiao/,39.6719,106.8219
china/wuhai/shilinyeju/,39.6969,106.8089
china/wuhai/zhonghaibowanxuexiao/,106.7931,39.6572
china/tongliao/tongliaobinguan/,43.6267,122.2603
china/tongliao/jiaojianlvye/,122.3039,43.6156
china/tongliao/yishuzhiyexuexiao/,43.6801,122.2532
china/hulunbeier/quhuanbaoju/,49.2261,119.7594
china/hulunbeier/shiyixiao/,49.2014,119.7283
china/bayanneer/qiulinyangzhijidi/,40.916,107.5936
china/bayanneer/fuzhong/,40.7608,107.4211
china/bayanneer/shihuanbaodalou/,40.7378,107.3715
china/wulanchabu/jiningxinqu/,40.9923,113.1306
china/wulanchabu/jiningjiuquxi/,41.038,113.0974
china/xinganmeng/mengjiancezhan/,46.0872,122.062
china/xinganmeng/shenghuaxinzhiyaochang/,46.0703,122.0506
china/xinganmeng/keyouqianqihuanbaoju/,46.0756,121.9462
china/xilinguolemeng/shihuanbaojiancezhan/,43.9317,116.1042
china/xilinguolemeng/shizhengfu/,43.9311,116.0781
china/alashanmeng/tiyuchang/,38.8343,105.6775
china/alashanmeng/menghuanbaolou/,38.843,105.6975
china/alashanmeng/huanbaojuxinlou/,105.724,38.8516
china/fuzhou/gushan/,26.072105,119.352919
china/fuzhou/kuaian/,26.028202,119.418528
china/fuzhou/shida/,26.038712,119.309506
china/fuzhou/wusibeilu/,26.0867964,119.3081791
china/fuzhou/yangqiaoxilu/,26.076795,119.2662176
china/fuzhou/ziyang/,119.324574,26.076788
fuzhou/,26.074508,119.296494
china/xiamen/xidong/,24.81805556,118.1569444
china/xiamen/hongwen/,24.47666667,118.1513889
china/xiamen/gulangyu/,24.44583333,118.0636111
china/xiamen/huli/,24.515,118.0941667
xiamen/,24.479834,118.089425
china/quanzhou/qingyuanshan/,118.6108,24.9617
china/quanzhou/tushanjie/,24.9117,118.5819
china/quanzhou/jintoupu/,24.8978,118.5972
china/quanzhou/wanan/,24.9424,118.6663
quanzhou/,24.874699,118.675464
china/putian/lichengqucanghoulu/,25.442,119.0156
china/putian/putianshijiancezhan/,119.0018,25.4552
china/putian/hanjiangquliuzhong/,25.4556,119.1117
china/putian/xiuyuquzhengfu/,25.3214,119.1015
china/putian/dongzhenshuiku/,25.4792,118.981
putian/,25.454085,119.007777
china/sanming/sangang/,26.2625,117.6211
china/sanming/sanmingerzhong/,26.2708,117.6353
china/sanming/sanyuanquzhengfu/,26.2378,117.6028
china/sanming/yangxi/,26.3108,117.7275
sanming/,26.263407,117.638678
china/zhangzhou/lantian/,24.5086,117.7206
china/zhangzhou/zhangzhousanzhong/,24.5157,117.6569
china/zhangzhou/jiuhu/,24.4674,117.6336
zhangzhou/,24.512949,117.647481
china/nanping/mangdangshan/,26.6761,118.0966
china/nanping/nanpingshijiancezhan/,26.6383,118.1694
china/nanping/nanpinglvyeyouxiangongsi/,26.6514,118.1819
china/nanping/nanpingqizhong/,26.6272,118.1756
nanping/,26.641769,118.177708
china/longyan/longyanshizhuan/,25.1174,117.0181
china/longyan/longyanshijiancezhan/,25.1035,117.0216
china/longyan/minxizhiyejishuxueyuan/,25.0661,117.0256
china/longyan/longyanxueyuan/,117.0151,25.0311
longyan/,25.075123,117.017537
china/ningde/jinhanshuiku/,119.5001,26.6946
china/ningde/jiaochengqunongjiju/,26.6607,119.5202
china/ningde/ningdeshijiancezhan/,26.6611,119.5392
ningde/,26.665617,119.547933
china/xining/shihuanjingjiancezhan/,36.6428,101.748
china/xining/shengyiyaocangku/,36.617144,101.778228
china/xining/siluyiyuan/,36.578752,101.847291
china/xining/diwushuichang/,36.6867,101.524
xining/,36.617144,101.778228
china/xining/shihuanjingjiancezhan/,36.6428,101.748
china/xining/shengyiyaocangku/,36.617144,101.778228
china/xining/siluyiyuan/,36.578752,101.847291
china/xining/diwushuichang/,36.6867,101.524
china/haidongdiqu/pinganxian/,36.4997,102.1086
china/haibeizhou/haiyanxianxihaizhen/,36.9639,100.9048
china/huangnanzhou/tongrenxianlongwuzhen/,35.5102,102.0199
china/guoluozhou/maqinxiandawuzhen/,100.2561,34.4714
china/yushuzhou/yushuxianjieguzhen/,33.0014,97
china/haixizhou/delinghashi/,37.3753,97.3731
china/taiyuan/jiancaoping/,37.8873,112.522
china/taiyuan/jianhe/,37.9103,112.573
china/taiyuan/shanglan/,38.0108,112.434
china/taiyuan/jinyuan/,37.7124,112.469
china/taiyuan/xiaodian/,37.7394,112.5583
china/taiyuan/taoyuan/,112.5369,37.8692
china/taiyuan/wucheng/,37.8195,112.57
china/taiyuan/nanzhai/,37.9854,112.549
china/taiyuan/jinsheng/,37.7805,112.488
taiyuan/,37.87059,112.548879
china/changzhi/jiancezhan/,36.1939,113.0972
china/changzhi/shenjiju/,113.0886,36.2126
china/changzhi/aoruite/,36.1961,113.1466
china/changzhi/qinghuazhan/,36.1542,113.1097
china/changzhi/changzhibazhong/,36.1855,113.0844444
changzhi/,36.195386,113.116255
china/datong/hongqiguangchang/,40.0958,113.2858
china/datong/yungangbinguan/,40.0758,113.2994
china/datong/anjiaxiaocun/,40.1269,113.2661
china/datong/guoshuchang/,40.1097,113.3819
china/datong/datongdaxue/,40.0917,113.3444
china/datong/jiaoyuxueyuan/,40.0844,113.2711
datong/,40.076816,113.300126
china/linfen/jigongxuexiao/,36.0714,111.5028
china/linfen/shiwei/,36.0875,111.5025
china/linfen/shijiancezhan/,36.0978,111.5125
china/linfen/lingangyiyuan/,36.0783,111.5531
china/linfen/gongshangxuexiao/,36.0822,111.5169
china/linfen/nanjichang/,36.0417,111.4917
linfen/,36.088067,111.51888
